duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
0.6662869164580841,0.5777402301585935,0.24864402135612662,0.039279942088604525,0.15133130571457643,0.4415034017962479,0.9962574121763285,0.7394210690767763,0.042405694845705555,0.24403633857219142,0.39910856475277834,0.686254640706339,0.7960675238059111,0.37883848428289424,0.41995832094361696,0.7898368905840221,0.860530984957152,0.2821856387749999,0.18213304912809702,0.8298881756640638,0.7741498909319778,0.7371038102405169,0.9079845004991682,0.8127499252213204,0.5003965657549345,0.9518020857410356,0.2417325191168449,0.7532724649661606,0.02256360942562552,0.22149931997402217,0.22212066637092498,0.25096991187340856,0.22367223649847356,0.3368169173163882,0.5464930028411282,0.529455634246208,0.5911247519808865,0.470903673376616,0.5395933195555402,0.5187948376619711,0.616669416559072,U2R
0.14301396097583563,0.7292353660765358,0.5399827351531867,0.4859972148426671,0.05543588034368596,0.29189167090176216,0.14394426224641987,0.8583317268792279,0.30424247969477725,0.9010815519857746,0.515481477027177,0.971067348418486,0.2504572198463666,0.8161861672781264,0.2391693102188872,0.6192875433192537,0.7616442011533998,0.3557107075585858,0.9596780509105809,0.49138466672090386,0.8677446485405725,0.8744036542010385,0.13467608199752212,0.32363011450344226,0.5955819864045074,0.10573061424306995,0.6882561277939236,0.43521470352872316,0.20691485908666396,0.719576379515674,0.43565086949444276,0.9243476942018378,0.6102183174423794,0.7559732876726349,0.7138205018938777,0.6883121502598207,0.3116097876921645,0.24692342961017233,0.6001868045121924,0.15325716625638075,0.6763710453648392,normal
0.4018129505026641,0.10138898323105439,0.9614989880338893,0.3670406117287517,0.13393502411545677,0.567279754958461,0.08043148749997742,0.8757945624221155,0.603444840698712,0.23574023509594533,0.6441420980905004,0.45010970184737276,0.9794105877458379,0.7602506493737565,0.7486428921515699,0.9648602850657927,0.9605298712356336,0.28641411560632324,0.21911467891748226,0.5766068645542775,0.3905126444554772,0.6628419588509147,0.08950365308698527,0.3950155215095572,0.7483947646318327,0.13159342329726287,0.8902623193640471,0.8794930377984562,0.49161542653421053,0.2317204650371708,0.6737788461985034,0.8546354082358132,0.07724713926438975,0.5198665160358936,0.7167836858292204,0.5353502922067226,0.7114653898055175,0.8611309804908874,0.12235745446183233,0.5783718583257047,0.5113153739236131,DoS
0.8872781566398679,0.16800867936588815,0.660707925275099,0.656650804387313,0.6148793153304613,0.40025019773023496,0.853976862495553,0.9072673952336946,0.4694518443680773,0.9982420716586996,0.08403923508663425,0.8823760608022874,0.7663677259034991,0.9897225865001308,0.1453833701552455,0.4005231125672626,0.922133088523579,0.025158811083748844,0.40295914852088,0.688398505775202,0.477551724902183,0.409202848176873,0.13120242148500516,0.7750422254237189,0.4874909958593917,0.6933102243347714,0.01756449783933134,0.8972267941677811,0.6487485194734934,0.5105191566857165,0.0004754272075536692,0.7757520582323351,0.05465147470459275,0.4651108313650014,0.4252848836659785,0.8479064418444149,0.1243415347403144,0.09667801736055304,0.02686398324950412,0.5746633010368359,0.22665713942378918,U2R
0.3601086311741124,0.2742578153205629,0.06411453498303543,0.3534989979051606,0.5310299128782483,0.5398460532630975,0.0013811796697774659,0.8979878146230331,0.3502721480937846,0.5974177332087274,0.4452922864848985,0.24711935769803284,0.0861460734646261,0.5865564081477207,0.8131791954051709,0.93684287989917,0.6519657484437302,0.08220192895612743,0.3989886892385057,0.5576997292185463,0.6723979352363544,0.3114001981835165,0.687506796506972,0.9389114712859722,0.014663985225425114,0.9420513029674551,0.10330298430557483,0.8623036322025618,0.8112381164188177,0.6244446160528351,0.32780618817417484,0.7519359937442054,0.1183148209815652,0.5514585824848088,0.16649650654005632,0.943282754659678,0.37207322447739943,0.051407091149849427,0.9839866898358938,0.45605085543600965,0.7462218402052017,DoS
0.8502740089952354,0.94159923198175,0.9246177236449981,0.34319618999814827,0.7291476628060066,0.7594844897495359,0.8860224748561036,0.9203504168456399,0.6539957659806368,0.40191249769764115,0.15771328785157435,0.33818561591766183,0.35334779047520815,0.11955831403932671,0.69232466439598,0.22506453841365015,0.36997630865816555,0.7865248341574784,0.33454500395350084,0.36498891203013906,0.2560097067422372,0.27521835417859286,0.992323020307082,0.12588632927762256,0.7045941031928485,0.4871787479591234,0.334697368315245,0.9540234157845466,0.8169677163190775,0.07968528443131062,0.09989091593938937,0.2502074083649479,0.05640512260281416,0.6258847559259274,0.6364306598652454,0.7100880602383309,0.022787359901960347,0.8022846595024032,0.97938049785046,0.6611698207403149,0.7628820706655615,U2R
0.7356200137369054,0.145130004572118,0.2058548909941289,0.9664031072854294,0.4850852100340862,0.8006481713439626,0.9658874893191111,0.2847658733722971,0.09739501684414575,0.042020608253955816,0.8197773004570431,0.2671685369074579,0.44622811347747493,0.2729621126967299,0.4007649422045828,0.8587411204673597,0.9009380816010516,0.22149637681198742,0.8452955561380546,0.5442115825673625,0.9455147444021892,0.2655353685361832,0.8785194523696455,0.5372176954269373,0.8756633373395044,0.8580166790827539,0.736315204844242,0.9636103189726987,0.19959239513274862,0.7439881891802896,0.7208760274583755,0.584900024761661,0.3726959818709361,0.29392499230149727,0.9310009342655764,0.7893719439804677,0.3324316026805213,0.7320958631014416,0.9531774505234982,0.43591210480987197,0.24696815292098273,DoS
0.1835252870597055,0.5596967332775384,0.08422119878464973,0.780539541336269,0.5266657814350405,0.034713568044960064,0.46999609570019085,0.10796095085057711,0.03140546540492717,0.35361029086911033,0.2660648883449289,0.5174455633076082,0.4630365871196236,0.9554392190898954,0.8778398163873825,0.658941806896059,0.402704383280853,0.7211127597505912,0.7692115782513498,0.9110703392596005,0.31583365735838764,0.6605587189477228,0.477613382149757,0.2169349717178516,0.5103010113353894,0.6947270903296783,0.06588083900323971,0.1566614462388759,0.43731279715292204,0.2881282136147355,0.6633857148726594,0.45561264157056236,0.3802804648247742,0.6514775007872681,0.2650229146226918,0.504155695762012,0.38277011277144857,0.6516093497830715,0.09291290058302626,0.6585859336119796,0.7899362844265266,DoS
0.2303285163950043,0.40332681733690334,0.9830542865941257,0.16566462560941198,0.7513901383424954,0.4817123106753154,0.04021738146167586,0.8363132118625123,0.18629562035060598,0.017584068173299272,0.06518243297623871,0.6916809543696503,0.1778561675115704,0.9078307587675694,0.5784743648659,0.9050603412209681,0.09585199046456128,0.8246236990847363,0.13561537797038026,0.6648295832532732,0.4219413768987411,0.1710039013429112,0.32444914670061653,0.33916361047735577,0.9077040303557725,0.7974106099695885,0.6705949169083346,0.6581440971429254,0.3531374908036873,0.8926297083435732,0.3982663816638037,0.9401935673564557,0.009809934477154725,0.5499015270631158,0.9115558904854708,0.4600572347264197,0.5705454649586269,0.5558007190431689,0.1661116709993058,0.8960887347855513,0.654718378331056,normal
0.9977184138923247,0.01868999372740432,0.040127077725830684,0.548870707878025,0.6978071049008043,0.6491231046454888,0.4983753110649397,0.47308350417171774,0.16206248123930878,0.856360152025422,0.14956110605906803,0.13472796124853548,0.6709187071464332,0.27039483829587974,0.4500806802463947,0.6724803300811983,0.572639120852532,0.8137420169039654,0.6948791251680134,0.410433214488359,0.9356029963953721,0.24641820769138945,0.34832755839037555,0.5266004526742288,0.30272557496656327,0.38434985712192615,0.9153282268711955,0.7589808624827623,0.12453605347030594,0.021512633091179678,0.12636521344395513,0.966385100228667,0.4454214196038252,0.6866086180963523,0.8721612518935723,0.2955481741285507,0.46744641410371157,0.11162745725105372,0.8512064455673094,0.051675719098237094,0.5759206272841564,Probe
0.7533756276099223,0.1223461669547099,0.16444686230899574,0.1750931468790904,0.4738021620369838,0.5413465043326193,0.25589962492225427,0.20274111142906837,0.2547648111229729,0.6753788490644159,0.2424188593746277,0.6688703270868204,0.0039719684885890505,0.9942516132900332,0.783112005430894,0.7328513879095877,0.8721871275523013,0.636344317734962,0.41007648341196856,0.32500514969502914,0.019583150263622673,0.8139270475579893,0.017062715268522877,0.10625921415659711,0.15239900737399614,0.11519615329365307,0.3299525096410224,0.5302730089985529,0.19857638497113816,0.08912396740339001,0.9814657920614217,0.5499684892982509,0.38587981010825223,0.8142787169210092,0.6380072363201326,0.8662701444537793,0.4608984272797091,0.8379914089148419,0.026046252863517694,0.5368321966757533,0.46800834389280277,R2L
0.11263655738266964,0.1785766973921079,0.08837317464724359,0.9353791983044389,0.5875793344950305,0.8365563540324239,0.3422019760425399,0.30774544184368036,0.4665601906612711,0.31571457273636416,0.28194517092978544,0.450654160263395,0.4647286830146481,0.2737935582869534,0.45146913442128966,0.33156880686106716,0.6046751164796479,0.9749797714373174,0.5323119797455864,0.2861932884620404,0.7727768562489541,0.39468560312688183,0.2681017737595337,0.5018717318454091,0.6973845478910334,0.7254271739792096,0.6407672069114768,0.7670330028959147,0.3829325116525967,0.12549961683286637,0.6922665807332162,0.5472899910197688,0.6400043277369055,0.20847468453079532,0.108916733009502,0.015362785297627246,0.4754504631257409,0.22152932442972373,0.1741646677835087,0.9685034742449278,0.8759710553144885,DoS
0.958828835036778,0.5290252902891459,0.8784782616614669,0.36257700359042,0.28848876026458126,0.4714469063961534,0.26898346924682215,0.041928214978475764,0.4832979550948239,0.07218510821573054,0.7354098562319662,0.2134363506750946,0.6454637694412761,0.8436294753629552,0.2864115435237694,0.6674850340645135,0.7938789758211453,0.0412975593471685,0.8944150323810546,0.584105489010286,0.5543107238733694,0.3218301622139472,0.8214018682765631,0.062089177182585775,0.09566856249316669,0.3238761093218371,0.5339307336807989,0.6495851806875096,0.9802939963824997,0.32506088550674184,0.8505029582022158,0.4685823240036697,0.44760319327248776,0.06584151618626388,0.5315926227739406,0.5875497763861759,0.4325139812114036,0.21565801579017618,0.4309746896516401,0.7951932093622812,0.19121004139684117,DoS
0.8254600241679296,0.2556222448958696,0.20338884193172535,0.34497288459638376,0.34061943185497,0.4224463702939312,0.8507797091362318,0.9985700823504844,0.4546173221782309,0.8981812575423189,0.5310525691125195,0.23098973870210227,0.3647964503937686,0.25809506216077227,0.7592611957028098,0.17693746448418646,0.17283500051543188,0.913961336708928,0.8614155097253986,0.4274540002450995,0.8256047812133713,0.22761882812431822,0.1883791478689275,0.9306353295823641,0.613045378951646,0.2875437273478091,0.9473281506945369,0.047872138933543806,0.010470137825163262,0.8948234639583795,0.04383019146101452,0.7384792357971477,0.28844819443065894,0.06139145767482257,0.7096932029999299,0.6505815179466722,0.42819431597010627,0.022972289704306204,0.455737002512311,0.4283327239275344,0.5652803182491012,Probe
